,C-index,Censoring accuracy,MAE observed
42,0.8697237476812194,0.97520032220146,4.704973114175084
55,0.8576005282273581,0.9761163484458931,4.740609355015087
875,0.8581980197231222,0.9758124113126432,4.827251547462579
