,C-index,Censoring accuracy,MAE observed
42,0.8815491522650227,0.9608056909769541,3.937780052861593
55,0.8731102376514359,0.9663182395062077,4.06661571359687
875,0.8753034482930412,0.9629505786045118,4.026784884335605
