,C-index,Censoring accuracy,MAE observed
42,0.7483185664075955,0.9755033227025584,5.973022626314664
55,0.759432411016304,0.9779554256758972,6.024776218733285
875,0.7415527629822177,0.9797945029059012,6.071023085663296
