,C-index,Censoring accuracy,MAE observed
42,0.8660341215883142,0.9666240499037609,4.094811372847528
55,0.8637788496885873,0.9690742796127964,4.108698211461975
875,0.877052168034019,0.9611133746388111,3.913813953437645
