,C-index,Censoring accuracy,MAE observed
42,0.8458223665063617,0.9868342301586187,5.630097608807803
55,0.8452808371746446,0.9853033049065475,5.579590169392898
875,0.8494675522438643,0.9843840004495833,5.601451521220247
