,C-index,Censoring accuracy,MAE observed
42,0.8731328678737693,0.975505195966862,4.245740240192638
55,0.8770432035341752,0.9782621727056025,4.264993238671442
875,0.87413117541264,0.9755028543864824,4.363530917616975
