,C-index,Censoring accuracy,MAE observed
42,0.8903978290029737,0.9730549662578267,4.224898518341668
55,0.8888918732790436,0.9730563712060544,4.336010713307194
875,0.8899120866734627,0.9724466236752509,4.202157350601066
