,C-index,Censoring accuracy,MAE observed
42,0.8766577983724965,0.9693828999068049,4.307159650094592
55,0.8756915068517565,0.9657070870271763,4.241146295345711
875,0.8703739671700438,0.96111805779957,4.212612863036288
