,C-index,Censoring accuracy,MAE observed
42,0.8752515191294259,0.9751961073567772,4.392724233472273
55,0.8749087591623317,0.9773428682486383,4.389870523076899
875,0.8786642192073068,0.9745872964581256,4.350092849627458
